Property Name,Property Type,Property Tag,Title,Complex Name,Address,Latitude,Longitude,Pincode,Super Area (sqft),Area per Square (Rs/Sqft),Price (lakh),Owner Type,Owner Name,Age of Construction,Floor,Facing,District,State
,Residential,Sale,"72 Sq-yrd 2 BHK Flat for Sale in , Kotla Mubarakpur, New Delhi","Kotla Mubarakpur, South Extension","Sukhdev nagar market., Kotla Mubarakpur, New Delhi - South, Delhi NCR
",28.5749176,77.2284488999999,110003,72,"10,031",65,Owner,KRISHNA DAS,5 to 10 years,"2 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"100 Sq-yrd 2 BHK Flat for Sale in , Lado Sarai, New Delhi",Lado Sarai,"Lado sarai, Lado Sarai, New Delhi - South, Delhi NCR
",28.5259604,77.1970135,110017,100,"6,111",55,Owner,Max,5 to 10 years,"1 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Sale,"1200 Sq-ft 3 BHK Flat for Sale in , Paschim Vihar, New Delhi",Paschim Vihar,"Inder enclave, rohtak road., Paschim Vihar, New Delhi - West, Delhi NCR
",28.6809087999999,77.083067,110041,1200,"10,000",120,Owner,Swapna,Above 20 years,"3 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"800 Sq-ft 2 BHK Flat for Sale in , Mehrauli, New Delhi",Mehrauli,"B-4, Royal Residency, Ward No 8, Mehrauli, New Delhi, Mehrauli, New Delhi - South, Delhi NCR
",28.5178704,77.1806881999999,110030,,"4,375",35,Owner,prabhat kumar,5 to 10 years,"1 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"60 Sq-yrd 2 BHK Flat for Sale in , Laxmi Nagar, New Delhi",Laxmi Nagar,"Mangal Bazar, Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6373545,77.2816701,110092,60,"7,037",38,Owner,Saurabh jain,New Construction,"2 (Out of 5 Floors)
",,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Rohini Sector 13, New Delhi","Veer Apartment,Rohini Sector 13","Sector 13 Rohini, New Delhi - Rohini, Delhi NCR
",28.7225368,77.1277585999999,110085,1137,"18,470",210,Owner,punam jain,Above 20 years,"4 (Out of 7 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Azadpur, New Delhi","M2K Victoria Gardens,Azadpur, Ring Road","M2K Victoria Garden Ring Road Azadpur Adjoining Model Town Delhi Pin Code- 110033, Azadpur, New Delhi - North, Delhi NCR
",28.706027,77.1772337,110009,1400,"17,857",250,Owner,Suresh,Less than 5 years,"15 (Out of 19 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Rohini, New Delhi","LIG DDA Flat,Rohini","Rohini, New Delhi - Rohini, Delhi NCR
",28.7382676999999,77.0822151,110085,350,"5,714",20,Owner,M K Singh,,"1 (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Jawalaheri, New Delhi","DDA Prateek Apartment,Jawalaheri, Paschim Vihar","Prateek Apartment. A-2, Block. Paschim Vihar New Delhi-110063., Jawalaheri, New Delhi - West, Delhi NCR
",28.6732844999999,77.1002896,110063,950,"9,473",90,Owner,Sumit,Above 20 years,"1 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Kapashera, New Delhi","Sai Kunj Apartment,Kapashera","Kapashera, New Delhi - South, Delhi NCR
",28.5261267,77.079966,110037,76,"4,094",28,Owner,Dilip,,"1 (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Kapas Hera Extension, New Delhi","Sai Kunj Apartment,Kapas Hera Extension","Lal Dora Extn, Matke Wali Gali, 1194/1, Gali Number 12, Kapas Hera Extension, Kapas Hera, New Delhi, Kapas Hera Extension, New Delhi - South, Delhi NCR
",28.6220577,77.0470916,110059,80,"3,611",26,Owner,sushil,,"Ground (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"1600 Sq-ft 3 BHK Flat for Sale in , Dwarka Sector 22, New Delhi",Dwarka Sector 22,"Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5607215,77.0597174999999,110077,1600,"10,625",170,Owner,U K Gurung,,"7 (Out of 8 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"4 BHK Flat for sale in Dwarka Sector 9, New Delhi","Bhrigu Apartments,Dwarka Sector 9","Plot No. 4, Pocket 2, Dwarka Sector 9, Dwarka, New Delhi, Sector 9 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.576389,77.0648946,110077,1800,"9,444",170,Owner,Vinod Ojha,5 to 10 years,"Ground (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Patparganj, New Delhi","Parshav Vihar,Patparganj","Patparganj, New Delhi - East, Delhi NCR
",28.6347308,77.3045710999999,110092,1000,"13,000",130,Owner,Shelly,10 to 15 years,"Ground (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Sale,"1475 Sq-ft 3 BHK Flat for Sale in , Indraprastha Extension, New Delhi","Indraprastha Extension, Patparganj","Indraprastha Extension, New Delhi - East, Delhi NCR
",28.6295233,77.3123396,110092,1475,"9,288",137,Owner,Surinder,,"3 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,4 BHKFlat,Punjabi Bagh,"Punjabi Bagh, New Delhi - West, Delhi NCR
",28.6619752999999,77.1241557,110026,2800,"13,393",375,Owner,Naveen Tomar,,"2 (Out of 2 Floors)
",,West Delhi,Delhi
,Residential,Sale,"450 Sq-ft 1 BHK Flat for Sale in , Baljit Nagar, New Delhi","Baljit Nagar, Patel Nagar","Baljit Nagar, New Delhi - West, Delhi NCR
",28.6570858,77.1610719,110008,,"4,889",22,Owner,rohit sharma,Less than 5 years,"1 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Vasant Kunj Sector C, New Delhi","C9 Vasant Kunj,Vasant Kunj Sector C","Sector C Vasant Kunj, New Delhi - South, Delhi NCR
",28.5378671,77.1454007,110070,1200,"17,500",210,Owner,Mehak Khanna,15 to 20 years,"Ground (Out of 3 Floors)
",East,New Delhi,Delhi
,Residential,Sale,"750 Sq-ft 2 BHK Flat for Sale in , Indraprastha Extension, New Delhi","Indraprastha Extension, Patparganj","Indraprastha Extension, New Delhi - East, Delhi NCR
",28.6295233,77.3123396,110092,750,"14,667",110,Owner,jaya,,"1 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"650 Sq-ft 2 BHK Flat for Sale in , Mehrauli, New Delhi",Mehrauli,"flat no-401, plot no-194/B, Dream Apartment, Ward no-2, Mehrauli, New Delhi, Mehrauli, New Delhi - South, Delhi NCR
",28.5229985,77.1760472,110030,650,"4,231",27.5,Owner,Santhosh PM,10 to 15 years,"3 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"1300 Sq-ft 3 BHK Flat for Sale in , Meera Bagh, New Delhi","Meera Bagh, Paschim Vihar","7/11 GH 8, DDA FLATS, PASCHIM VIHAR, NEW DELHI 110087( OPP SAYED NANGL, Meera Bagh, New Delhi - West, Delhi NCR
",28.6589049,77.0910917,110087,1300,"7,769",101,Owner,Renu,10 to 15 years,"2 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"48 Sq-m 2 BHK Flat for Sale in , Rohini Sector 7, New Delhi",Rohini Sector 7,"Sector 7 Rohini, New Delhi - Rohini, Delhi NCR
",28.7080569,77.1179540999999,110085,48,"6,774",35,Owner,Sahibjot Singh,,"2 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Rohini Sector 9, New Delhi","Rishi Apartment,Rohini Sector 9","Sector 9 Rohini, New Delhi - Rohini, Delhi NCR
",28.7161663,77.1240672,110085,1350,"8,889",120,Owner,Ashok Uppal,10 to 15 years,"3 (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"3000 Sq-ft 5 BHK Flat for Sale in , Panchsheel Enclave, New Delhi",Panchsheel Enclave,"PanchSheel Enclave, New Delhi, Panchsheel Enclave, New Delhi - South, Delhi NCR
",28.54482,77.2283008,110017,3000,"21,833",655,Owner,P S Enclave,,"1 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"1100 Sq-ft 2 BHK Flat for Sale in , Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi - South, Delhi NCR
",28.5342332,77.2094472999999,110017,1100,"10,000",110,Owner,Vaibhav,Less than 5 years,"2 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Sale,"100 Sq-ft 3 BHK Flat for Sale in , Batla House, New Delhi","Batla House, Okhla","S-7/10, third floor nafees road batla house new delhi., Batla House, New Delhi - South, Delhi NCR
",28.5692246,77.2866751999999,110025,100,"35,000",35,Owner,sabiha anjum,5 to 10 years,"3 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"360 Sq-ft 1 BHK Flat for Sale in , Subhash Nagar, New Delhi",Subhash Nagar,"Block F 59 Shubhash Nagar Delhi, Subhash Nagar, New Delhi - West, Delhi NCR
",28.634622,77.110861,110027,360,"6,111",22,Owner,ashok chugh,Less than 5 years,"3 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"2600 Sq-ft 4 BHK Flat for Sale in , Dwarka Sector 11, New Delhi",Dwarka Sector 11,"D 2/82., Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5973395,77.0501275,110075,,"13,846",360,Owner,Saurabh Gupta,,"8 (Out of 10 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"1200 Sq-ft 3 BHK Flat for Sale in , Laxmi Nagar, New Delhi",Laxmi Nagar,"near sai baba mandir near bses office, Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6321362,77.2792774,110092,1200,"5,000",60,Owner,Vinay,Less than 5 years,"3 (Out of 3 Floors)
",,East Delhi,Delhi
,Residential,Sale,"1100 Sq-ft 4 BHK Flat for Sale in , Daryaganj, New Delhi",Daryaganj,"Daryaganj, New Delhi - Central, Delhi NCR
",28.6448474,77.2403772999999,110002,1100,"9,091",100,Owner,Nahid Afshan,5 to 10 years,"2 (Out of 2 Floors)
",,Central Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in South Extension 2, New Delhi","DDA Shalimar Apartment,South Extension 2, South Ex 2","South Extension 2, New Delhi - South, Delhi NCR
",28.5687238,77.2209661,110049,130,"1,15,384",150,Owner,Unesh,15 to 20 years,"4 (Out of 4 Floors)
",East,South East Delhi,Delhi
,Residential,Sale,"450 Sq-ft 1 BHK Flat for Sale in , Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi - South, Delhi NCR
",28.5204637,77.1786659999999,110030,450,"3,667",16.5,Owner,basanti,5 to 10 years,"2 (Out of 4 Floors)
",,South Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Vasant Vihar, New Delhi","DDA Poorvi Apartments,Vasant Vihar","Poorvi Apartments, Vasant Vihar, New Delhi - South, Delhi NCR
",28.5593649,77.1525307999999,110057,1950,"16,923",330,Owner,Manish,Above 20 years,"Ground (Out of 2 Floors)
",North,New Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Rohini Sector 9, New Delhi","Overseas Apartment,Rohini Sector 9","B-55., Sector 9 Rohini, New Delhi - Rohini, Delhi NCR
",28.71171,77.1203039999999,110085,950,"11,579",110,Owner,Niteen,Above 20 years,"3 (Out of 3 Floors)
",North - East,North West Delhi,Delhi
,Residential,Sale,"1400 Sq-ft 2 BHK Flat for Sale in , Sarita Vihar, New Delhi","Sarita Vihar, Mathura Road","Sarita Vihar, New Delhi - South, Delhi NCR
",28.5307812,77.2939981,110076,1400,"9,643",135,Owner,Dhanraj Kishore Khandal,,"3 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Mayfair garden, New Delhi","Cosmos Floors,Mayfair garden, Hauz Khas","Mayfair garden, New Delhi - South, Delhi NCR
",28.5472068,77.2081800999999,110016,1800,"38,889",700,Owner,Rakesh Chandra Misra,,"Ground (Out of 5 Floors)
",,South Delhi,Delhi
,Residential,Sale,"1407 Sq-ft 3 BHK Flat for Sale in , Vasundhara Enclave, New Delhi",Vasundhara Enclave,"DH-402, Abhimanyu Appartments, Vasundhara Enclave, Delhi-96, Vasundhara Enclave, New Delhi - East, Delhi NCR
",28.6014038,77.3193531999999,110096,1407,"8,529",120,Owner,Mohit Pal,15 to 20 years,"4 (Out of 7 Floors)
",,East Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Alaknanda, New Delhi","DDA Aravali Apartments,Alaknanda","Aravali Apartments Alaknanda New Delhi, Alaknanda, New Delhi - South, Delhi NCR
",28.5309782,77.2528559999999,110019,100,"13,935",150,Owner,A KAPOOR,15 to 20 years,"1 (Out of 3 Floors)
",South,South East Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Kalkaji, New Delhi","Deshbandhu Apartments,Kalkaji","Flat No.-193, Deshbandhu Apartments, Kalkaji, Kalkaji, New Delhi - South, Delhi NCR
",28.5383607,77.2571995,110019,1300,"15,385",200,Owner,rahul choudhary,15 to 20 years,"3 (Out of 4 Floors)
",East,South East Delhi,Delhi
,Residential,Sale,"712 Sq-ft 2 BHK Flat for Sale in , Shivaji Enclave, New Delhi","Shivaji Enclave, Tagore Garden Extension","64, Shivaji Enclave, Vishal Cinema Road New Delhi - 27, Shivaji Enclave, New Delhi - West, Delhi NCR
",28.657624,77.1214909999999,110027,712,"9,831",70,Owner,MAHESH CHANDER,5 to 10 years,"1 (Out of 4 Floors)
",,West Delhi,Delhi
,Residential,Sale,"1500 Sq-ft 2 BHK Flat for Sale in , Masjid Moth, New Delhi","Masjid Moth, Greater Kailash","Masjid Moth, New Delhi - South, Delhi NCR
",28.5436935,77.2390784,110048,1500,"8,533",128,Owner,Ruchika,10 to 15 years,"Ground (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Rajouri Garden, New Delhi","DDA Red MIG Flats,Rajouri Garden","Rajouri Garden, New Delhi - West, Delhi NCR
",28.6417002,77.1224529,110027,1100,"17,273",190,Owner,Rajiv,Above 20 years,"Ground (Out of 3 Floors)
",North - East,West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Rohini Sector 9, New Delhi","Neelgiri Apartment,Rohini Sector 9","Sec - 9, Rohini, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR
",28.7161663,77.1240672,110085,1450,"14,482",210,Owner,Rajat,Less than 5 years,"1 (Out of 2 Floors)
",East,North West Delhi,Delhi
,Residential,Sale,"115 Sq-m 4 BHK Flat for Sale in , Vasant Kunj Sector B, New Delhi",Vasant Kunj Sector B,"7084, Pocket 10, Sector B, Vasant Kunj, New Delhi, Sector B Vasant Kunj, New Delhi - South, Delhi NCR
",28.5323302,77.1537319,110070,115,"26,254",325,Owner,Vinod Sawhney,15 to 20 years,"1 (Out of 5 Floors)
",,New Delhi,Delhi
,Residential,Sale,"1890 Sq-ft 4 BHK Flat for Sale in , Krishna Nagar, New Delhi",Krishna Nagar,"Ram Nagar, Krishna Nagar, Delhi 110051, Krishna Nagar, New Delhi - East, Delhi NCR
",28.6540581,77.2875652,110051,1890,"8,201",155,Owner,Mohit,5 to 10 years,"1 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"850 Sq-ft 2 BHK Flat for Sale in , Chhattarpur Enclave Phase1, New Delhi","Chhattarpur Enclave Phase1, Chhattarpur","chattarpur near lavanya hospital, Chhattarpur Enclave Phase1, New Delhi - South, Delhi NCR
",28.4985324,77.1905505999999,110068,850,"3,765",32,Owner,geetanjali singh,5 to 10 years,"2 (Out of 3 Floors)
",,South Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Ashok Vihar Phase 3, New Delhi","DDA Pocket A,Ashok Vihar Phase 3","53 a., Ashok Vihar Phase 3, New Delhi - North, Delhi NCR
",28.6910965,77.1837431,110052,1000,"16,500",165,Owner,Pooja,Above 20 years,"Ground (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"26 Sq-m 2 BHK Flat for Sale in , Rohini Sector 16, New Delhi",Rohini Sector 16,"I-2/20., Sector 16 Rohini, New Delhi - Rohini, Delhi NCR
",28.734559,77.1272922,110085,,1448982.3985,35,Owner,Bhatti Nirpal,5 to 10 years,"2 (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"1100 Sq-ft 2 BHK Flat for Sale in , Shakarpur, New Delhi",Shakarpur,"B 53 Kesavan Kunj first floor Jain Mandir gali sakarpur near dhurav diagnostic glase, Shakarpur, New Delhi - East, Delhi NCR
",28.63317,77.281904,110092,1100,"5,000",55,Owner,Riya Aggarwal,10 to 15 years,"1 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Rohini Sector 13, New Delhi","Vijeta Vihar Apartment,Rohini Sector 13","Vijeta Vihar, Sector 13, Rohini, Delhi, Sector 13 Rohini, New Delhi - Rohini, Delhi NCR
",28.7206482,77.1278427,110085,780,"12,179",95,Owner,Vipul Gupta,Above 20 years,"1 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"1400 Sq-ft 5 BHK Flat for Sale in , Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Dda flats behind l. B college, Ashok Vihar Phase 3, New Delhi - North, Delhi NCR
",28.6958571,77.1815611999999,110052,1400,"4,929",69,Owner,Mohit,Above 20 years,"3 (Out of 3 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"4 BHK Flat for sale in Kalu Sarai, New Delhi","Orchid Metropolis,Kalu Sarai","Orchid Metropolis, Hauz Khas, New Delhi - 110016, Kalu Sarai, New Delhi - South, Delhi NCR
",28.5418064,77.2007179999999,110016,4350,"29,885",1300,Owner,kriplani,New Construction,"6 (Out of 9 Floors)
",East,South Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Paschim Vihar, New Delhi","Ankur Apartment,Paschim Vihar","GH-2, Dr Deen Dyal Upadhyay Marg, Paschim Vihar, Delhi, Paschim Vihar, New Delhi - West, Delhi NCR
",28.663003,77.0972939999999,110063,1300,"5,769",75,Owner,Rahul Sharma,10 to 15 years,"1 (Out of 4 Floors)
",East,West Delhi,Delhi
,Residential,Sale,"1460 Sq-ft 3 BHK Flat for Sale in , Sharda Puri, New Delhi","Sharda Puri, Ramesh Nagar","A-119-120., Sharda Puri, New Delhi - West, Delhi NCR
",28.647412,77.1308562999999,110026,1460,"9,247",135,Owner,Manishi Sengar,Less than 5 years,"1 (Out of 3 Floors)
",,West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Rohini Sector 13, New Delhi","Vijeta Vihar Apartment,Rohini Sector 13","C5g, Sector 13 Rohini, New Delhi - Rohini, Delhi NCR
",28.7225368,77.1277585999999,110085,1250,"14,400",180,Owner,Jai Rathi,Above 20 years,"Ground (Out of 2 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Mayur Vihar 2, New Delhi","DDA Flats Pocket D,Mayur Vihar 2","245., Mayur Vihar 2, New Delhi - East, Delhi NCR
",28.6169634,77.3008505999999,110091,1000,"13,500",135,Owner,Vivek Wahi,Above 20 years,"Ground (Out of 1 Floors)
",North,East Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Rohini Sector 9, New Delhi","Kadambari Apartments,Rohini Sector 9","Sector 9 Rohini, New Delhi - Rohini, Delhi NCR
",28.7161663,77.1240672,110085,850,"16,471",140,Owner,skverma,,"1 (Out of 4 Floors)
",,North West Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Kalkaji Extention, New Delhi","South Park Apartments,Kalkaji Extention","Block B, Kalkaji, Delhi, Kalkaji Extention, New Delhi - South, Delhi NCR
",28.543727,77.251469,110019,2000,"11,250",225,Owner,Ashwani,15 to 20 years,"2 (Out of 2 Floors)
",South,South East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Mayur Vihar 1, New Delhi","Aashiana Apartment,Mayur Vihar 1","Mayur Vihar 1, New Delhi - East, Delhi NCR
",28.6083697,77.2931119999999,110091,1320,"15,152",200,Owner,Nalini Rohatgi,15 to 20 years,"8 (Out of 9 Floors)
",East,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in om satyam apartments, New Delhi","Om Satyam Apartments,Dwarka Sector 4","Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.6029202,77.0492503999999,110078,1900,"10,263",195,Owner,Kunal,15 to 20 years,"2 (Out of 8 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"1 BHK Flat for sale in Dilshad Garden, New Delhi","DDA Flats Block A,Dilshad Garden","A block, Dilshad Garden, Dilshad Garden, New Delhi - North East, Delhi NCR
",28.6794191,77.3131746999999,110095,600,"8,333",50,Owner,DR SHAISHAW ACHARYA,5 to 10 years,"Ground (Out of 3 Floors)
",,Shahdara,Delhi
,Residential,Sale,"2 BHK Flat for sale in Paschim Vihar, New Delhi","Ankur Apartment,Paschim Vihar","opposite Neo Convent School Paschim Vihar, Paschim Vihar, New Delhi - West, Delhi NCR
",28.6623128,77.0972086,110063,750,"8,267",62,Owner,Kartik,5 to 10 years,"Ground (Out of 4 Floors)
",South - East,West Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Kalkaji Extention, New Delhi","Kohinoor Apartment,Kalkaji Extention","Kalkaji Extention, New Delhi - South, Delhi NCR
",28.5421788,77.2567011999999,110019,135,"9,136",111,Owner,drajnabi,Above 20 years,"Ground (Out of 2 Floors)
",East,South East Delhi,Delhi
,Residential,Sale,"1800 Sq-ft 3 BHK Flat for Sale in , Green Park Extension, New Delhi",Green Park Extension,"Green Park Extension, New Delhi - South, Delhi NCR
",28.5597033,77.203868,110016,1800,"15,278",275,Owner,Kartikey,,"Ground (Out of 2 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"315 Sq-ft 1 BHK Flat for Sale in , Uttam Nagar East, New Delhi","Uttam Nagar East, Uttam Nagar","uttam nagar hastal, Uttam Nagar East, New Delhi - West, Delhi NCR
",28.6190347,77.0640016,110059,315,"2,857",9,Owner,reeta,Less than 5 years,"Ground (Out of 4 Floors)
",,South West Delhi,Delhi
,Residential,Sale,"1000 Sq-ft 3 BHK Flat for Sale in , East Of Kailash, New Delhi",East Of Kailash,"27d, East Of Kailash, New Delhi - South, Delhi NCR
",28.5583464,77.2530829,110065,1000,"8,000",80,Owner,H K Bhatia,Above 20 years,"4 (Out of 4 Floors)
",,South East Delhi,Delhi
,Residential,Sale,"500 Sq-ft 2 BHK Flat for Sale in , Laxmi Nagar, New Delhi",Laxmi Nagar,"H block Jagatpuri street no 19 near Bal mandir public school, Laxmi Nagar, New Delhi - East, Delhi NCR
",28.6484761,77.2929513,110051,500,"5,200",26,Owner,Sheruddin Alvi,New Construction,"1 (Out of 4 Floors)
",,East Delhi,Delhi
,Residential,Sale,"2 BHK Flat for sale in Vasundhara Enclave, New Delhi","Paryatan Vihar,Vasundhara Enclave","Paryatan Vihar Apartment, Vasundhara Enclave, New Delhi-110096, Vasundhara Enclave, New Delhi - East, Delhi NCR
",28.6006883,77.3151077,110096,75,"10,667",72,Owner,Vikas,Above 20 years,"1 (Out of 4 Floors)
",East,East Delhi,Delhi
,Residential,Sale,"3 BHK Flat for sale in Keshav Puram, New Delhi","DDA Flats Block B4,Keshav Puram, Tri Nagar","C-7/170A, Lawrence Road, Keshav Puram New Delhi 110035, Keshav Puram, New Delhi - North, Delhi NCR
",28.6921032,77.1587165,110035,90,"11,111",90,Owner,Ritesh Jindal,Less than 5 years,"1 (Out of 3 Floors)
",South,North West Delhi,Delhi
,Residential,Sale,"4 BHK Flat for sale in Dwarka Sector 11, New Delhi","Spring Valley,Dwarka Sector 11","Dwarka Sector 11, New Delhi, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR
",28.5914547,77.0492503999999,110075,1950,"11,538",225,Owner,Ashok Suri,10 to 15 years,"2 (Out of 10 Floors)
",East,South West Delhi,Delhi
